16142,"Freiberger Forschungshefte - Reihe C: Geowissenschaften, Mineralogie-Geochemie","Earth Sciences",Geochemistry,0.0,
16143,"Freiburger Schriften zur Hydrologie","Earth Sciences",Hydrology,0.0,
16144,"Freiburger Zeitschrift für Philosophie und Theologie",Humanities,Theology,0.0,
16145,"French American Review",,,0.0,"Fr-Am Rev"
16146,"French Cultural Studies",Humanities,"Regional and Cultural Studies",0.0,
16147,"French Forum",Linguistics,"French Language",0.0,"Fr Forum"
16148,"French Historical Studies",Humanities,Miscellaneous,0.0,"Fr Hist Stud"
16149,"French History",Humanities,"Languages and Literature",0.0,
16150,"French Literature Series","Arts and Literature",Literature,0.0,
16151,"French Politics","Social Sciences","Political Science",0.0,
16152,"French Politics, Culture and Society","Arts and Literature",Literature,0.0,
16153,"French Railway Techniques",,,0.0,"Fr Rail Tech"
16154,"French Review",,,0.0,"Fr Rev"
16155,"French Studies",Humanities,"Regional and Cultural Studies",0.0,"Fr Stud"
16156,"French Studies Bulletin","Arts and Literature",Literature,0.0,
16157,"French Studies in Southern Africa","Arts and Literature",Literature,0.0,
16158,Frequenz,"Electrical and Electronic Engineering",Miscellaneous,0.0,Frequenz
16159,"Fresenius' Journal of Analytical Chemistry","Biological Sciences",Biotechnology,0.0,
16160,"Fresenius' Zeitschrift für Analytische Chemie",Chemistry,Miscellaneous,0.0,
16161,"Fresenius Environmental Bulletin",,,0.0,"Fresen Environ Bull"
16162,"Fresenius Journal Of Analytical Chemistry",,,0.0,"Fresen J Anal Chem"
16163,"Fresenius Zeitschrift Für Analytische Chemie",,,0.0,"Fresen Z Anal Chem"
16164,"Freshwater Biology","Biological Sciences",Algology,0.0,"Freshwater Biol"
16165,"Freshwater Invertebrate Biology","Biological Sciences",Miscellaneous,0.0,
16166,"Fri Bulletin New Zealand Ministry Of Forestry Forest Research Institute",,,0.0,
16167,"Friend of Science Amatevos","Materials Science",Miscellaneous,0.0,
16168,"Frohlinger's Marketing Report","Business Administration",Marketing,0.0,
16169,"Frontier Nursing Service Quarterly Bulletin",Medicine,Nursing,0.0,
16170,Frontiers,,,0.0,
16171,"Frontiers: A Journal of Women Studies","Social Sciences",Miscellaneous,0.0,Frontiers
16172,"Frontiers in Bioscience","Biological Sciences",Biochemistry,0.0,"Front Biosci"
16173,"Frontiers in Diabetes",Medicine,Endocrinology,0.0,
16174,"Frontiers in Drug Design and Discovery",Chemistry,Miscellaneous,0.0,
16175,"Frontiers in Ecology and the Environment","Environmental Sciences",Ecology,0.0,"Front Ecol Environ"
16176,"Frontiers In Mathematics",,,0.0,
16177,"Frontiers in Medicinal Chemistry - Online",Chemistry,Miscellaneous,0.0,
16178,"Frontiers in Natural Product Chemistry","Biological Sciences",Biochemistry,0.0,
16179,"Frontiers in Neuroendocrinology",Medicine,Neuroscience,0.0,"Front Neuroendocrin"
16180,"Frontiers in Organic Chemistry",Chemistry,"Organic Chemistry",0.0,
16181,"Frontiers in Sedimentary Geology","Earth Sciences",Geology,0.0,
16182,"Frontiers in Zoology","Biological Sciences","Zoology and Animal Science",0.0,
16183,"Frontiers of Biology","Biological Sciences",Miscellaneous,0.0,
16184,"Frontiers of Biology in China","Biological Sciences",Miscellaneous,0.0,
16185,"Frontiers of Chemistry in China",Chemistry,"Applied Chemistry",0.0,
16186,"Frontiers of Clinical Neuroscience",Medicine,Neuroscience,0.0,
16187,"Frontiers of Economic Analysis and Policy",Economics,"Public Economics",0.0,
16188,"Frontiers of Economics in China",Economics,Miscellaneous,0.0,
16189,"Frontiers of Education in China",Education,Miscellaneous,0.0,
16190,"Frontiers of Electrical and Electronic Engineering in China",Engineering,Miscellaneous,0.0,
16191,"Frontiers of Forestry in China","Biological Sciences","Forestry Science",0.0,
16192,"Frontiers of Health Services Management","Business Administration",Miscellaneous,0.0,
16193,"Frontiers of History in China",Economics,"Cultural Economics",0.0,
16194,"Frontiers of Hormone Research",Medicine,Endocrinology,0.0,
16195,"Frontiers Of Law In China",,,0.0,
16196,"Frontiers Of Librarianship Syracuse University",,,0.0,"Front Librariansh-Sy"
16197,"Frontiers of Macroeconomics",Economics,Macroeconomics,0.0,
16198,"Frontiers of Mathematics in China",Mathematics,Miscellaneous,0.0,
16199,"Frontiers of Mechanical Engineering in China",Engineering,"Mechanical Engineering",0.0,
16200,"Frontiers of Medical & Biological Engineering",Engineering,Miscellaneous,0.0,"Front Med Biol Eng"
16201,"Frontiers Of Medical And Biological Engineering The International Journal Of The Japan Society Of Medical Electronics And Biological Engineering",,,0.0,
16202,"Frontiers Of Philosophy In China",,,0.0,
16203,"Frontiers of Philosopy in China",Philosophy,"Philosophy of Education",0.0,
16204,"Frontiers of Physics in China","Astronomy/Astrophysics/Space Science",Cosmology,0.0,
16205,"Frontiers of Radiation Therapy and Oncology",Medicine,Oncology,0.0,"Front Radiat Ther Oncol"
16206,"Frontiers of Theoretical Economics",Economics,Miscellaneous,0.0,
16207,"Frontline Solutions","Business Administration",Miscellaneous,0.0,
16208,"Frozen Food Age","Business Administration",Miscellaneous,0.0,
16209,"Fruit Situation TFS",Economics,"Agricultural Economics",0.0,
16210,"Fruit Varieties Journal",,,0.0,"Fruit Varieties J"
16211,Fruits,"Biological Sciences",Genetics,0.0,Fruits
16212,"Frustula Entomologica","Biological Sciences",Entomology,0.0,
16213,FSB,"Business Administration",Miscellaneous,0.0,
16214,"FSHEE - Cooperative Extension Service, University of Arkansas, Division of Agriculture, U.S. Department of Agriculture, and county governments cooperating","Biological Sciences","Agricultural Science",0.0,
16215,Ftiziologia,,,0.0,
16216,"Ftr Turkiye Fiziksel Tip Ve Rehabilitasyon Dergisi",,,0.0,
16217,"Fu Jen Studies: Literature Linguistics","Arts and Literature",Literature,0.0,
16218,"Fudan University Journal Of Medical Sciences",,,0.0,
16219,Fuel,Chemistry,Petroleum,0.0,Fuel
16220,"Fuel and Energy Abstracts",Economics,"Public Economics",0.0,
16221,"Fuel Cell",,,0.0,
16222,"Fuel Cell Review",,,0.0,
16223,"Fuel Cells",Chemistry,Miscellaneous,0.0,"Fuel Cells"
16224,"Fuel Cells Bulletin","Business Administration","International Business",0.0,
16225,"Fuel Processing Technology",Chemistry,Petroleum,0.0,"Fuel Process Technol"
16226,"Fuel Science And Technology International",,,0.0,"Fuel Sci Techn Int"
16227,"Fueloil & Oil Heat and Solar Systems",Chemistry,Petroleum,0.0,
16228,"Fueloil & Oil Heat Magazine",Chemistry,Petroleum,0.0,
16229,"Fueloil and Oil Heat With Air Conditioning",Chemistry,Petroleum,0.0,
16230,"Fuels And Lubes International",,,0.0,
16231,"Fuhe Cailiao Xuebao / Acta Materiae Compositae Sinica",Engineering,Miscellaneous,0.0,
16232,"Fuji Bank Bulletin","Business Administration","Banks and Banking",0.0,
16233,"Fuji Film Research And Development",,,0.0,
16234,"Fuji Shashin Fuirumu Kenkyu Hokoku",,,0.0,
16235,"Fujian Dizhi (alternate title)","Materials Science",Miscellaneous,0.0,
16236,"Fujian Yishu / Fujian Arts","Arts and Literature",Miscellaneous,0.0,
16237,Fujitsu,Engineering,Miscellaneous,0.0,
16238,"Fujitsu Scientific and Technical Journal",Engineering,Miscellaneous,0.0,"Fujitsu Sci Tech J"
16239,"Fukuoka Acta Medica",,,0.0,
16240,"Fukuoka Igaku Zasshi. Fukuoka Acta Medica",,,0.0,"Fukuoka Igaku Zasshi"
16241,"Fukushima Daigaku Kyoiku Gakubu Ronshu Rika Hokoku / Science Reports of the Faculty of Education, Fukushima University",Education,Miscellaneous,0.0,
16242,"Fukushima Journal Of Medical Science",,,0.0,"Fukushima J Med Sci"
16243,"Fukushima Journal Of Medical Sciences",,,0.0,
16244,"Fukushima Medical Journal",,,0.0,
16245,"Fullerene Science and Technology",Chemistry,Miscellaneous,0.0,"Fullerene Sci Techn"
16246,"Fullerenes, Nanotubes, and Carbon Nanostructures",Chemistry,"Applied Chemistry",0.0,"Fuller Nanotub Car N"
16247,"Fun for Kidz",Humanities,Miscellaneous,0.0,
16248,Funcion,Philosophy,"Philosophy of Language",0.0,
16249,"Functional Analysis and Its Applications",Mathematics,Analysis,0.0,"Funct Anal Appl"
16250,"Functional & Integrative Genomics","Materials Science",Miscellaneous,0.0,
16251,"Functional Ecology","Biological Sciences",Miscellaneous,0.0,"Funct Ecol"
16252,"Functional Foods and Nutraceuticals","Business Administration",Marketing,0.0,
16253,"Functional Microbial Genomics",,,0.0,"Method Microbiol"
16254,"Functional Neurology",Medicine,Neuroscience,0.0,"Funct Neurol"
16255,"Functional Photography (Hempstead)","Arts and Literature","Visual and Performing Arts",0.0,
16256,"Functional Plant Biology","Biological Sciences",Biochemistry,0.0,"Funct Plant Biol"
16257,"Functions of Language","Computer and Information Science","Artificial Intelligence",0.0,
16258,"Functions; The Publication of the Mathematics Council of the New Brunswick Teachers' Association",Mathematics,Miscellaneous,0.0,
16259,"Fund Action","Business Administration","Finance and Financial Services",0.0,
16260,"Fund and Bank Review: Finance and Development","Business Administration","Banks and Banking",0.0,
16261,"Fund Marketing Alert","Business Administration",Marketing,0.0,
16262,"Fund Raising Management","Business Administration",Miscellaneous,0.0,
16263,"Fundamenta Informaticae","Computer and Information Science","Algorithms and Computational Theory",0.0,"Fund Inform"
16264,"Fundamenta Mathematicae",Mathematics,Miscellaneous,0.0,"Fund Math"
16265,"Fundamental & Applied Nematology","Materials Science",Miscellaneous,0.0,"Fund Appl Nematol"
16266,"Fundamental and Applied Toxicology",Medicine,Toxicology,0.0,"Fund Appl Toxicol"
16267,"Fundamental And Clinical Immunology",,,0.0,"Fund Clin Immunol"
16268,"Fundamental & Clinical Pharmacology","Biological Sciences",Immunology,0.0,"Fundam Clin Pharmacol"
16269,"Fundamental Aspects of Pollution Control and Environmental Science","Environmental Sciences",Pollution,0.0,
16270,"Fundamentals of Cosmic Physics",Physics,Miscellaneous,0.0,
16271,"Fundamentals of Pure and Applied Economics",Economics,Miscellaneous,0.0,
16272,"Funds International","Business Administration","Finance and Financial Services",0.0,
16273,"Fungal Diversity",,,0.0,"Fungal Divers"
16274,"Fungal Genetics and Biology","Biological Sciences",Genetics,0.0,"Fungal Genet Biol"
16275,Funkschau,"Electrical and Electronic Engineering",Miscellaneous,0.0,
16276,"Funktionelle Biologie And Medizin",,,0.0,"Funkt Biol Med"
16277,"Funtai Oyobi Fummatsu Yakin Journal Of The Japan Society Of Powder And Powder Metallurgy",,,0.0,
16278,"Furnaces International",,,0.0,
16279,"Furniture Design and Manufacturing (FDM)",Engineering,Miscellaneous,0.0,
16280,Furniture-Today,"Business Administration",Miscellaneous,0.0,
16281,"Furukawa Review",,,0.0,
16282,"FUSE: A Magazine about Issues of Art and Culture","Arts and Literature","Culture Heritage",0.0,
16283,"Fushe Yanjiu Yu Fushe Gongyi Xuebao Journal Of Radiation Research And Radiation Processing",,,0.0,
16284,"Fushun Shiyou Xueyuan Xuebao Journal Of Fushun Petroleum Institute",,,0.0,
16285,"Fusion Engineering and Design",Engineering,Energy,0.0,"Fusion Eng Des"
16286,"Fusion Science and Technology",Engineering,Energy,0.0,"Fusion Sci Technol"
16287,"Fusion Technology",,,0.0,"Fusion Technol"
16288,"Fuss & Sprunggelenk",Medicine,Surgery,0.0,
16289,"Fuss Und Sprunggelenk",,,0.0,
16290,"Fusta: Journal of Literature and Culture","Arts and Literature",Literature,0.0,
16291,"Future Banker","Business Administration","Banks and Banking",0.0,
16292,"Future Cardiology",Medicine,Cardiology,0.0,
16293,"Future Generation Computer Systems","Computer and Information Science","Algorithms and Computational Theory",0.0,"Future Gener Comp Sy"
16294,"Future Neurology","Biological Sciences",Genetics,0.0,
16295,"Future of Children",Medicine,Miscellaneous,0.0,"Future Child"
16296,"Future Oncology",Medicine,Cancer,0.0,
16297,"Future Survey","Social Sciences",Miscellaneous,0.0,
16298,"Future Virology","Biological Sciences",Virology,0.0,
16299,Futures,Economics,"Cultural Economics",0.0,Futures
16300,"Futures Research Quarterly",Humanities,Miscellaneous,0.0,
16301,"Futures The Art of Day Trading Special Issue","Business Administration","Finance and Financial Services",0.0,
16302,Futuribles,,,0.0,Futuribles
16303,"Futuribles Analyse Et Prospective",,,0.0,
16304,Futurist,"Business Administration",Miscellaneous,0.0,Futurist
16305,"Fuzzy Optimization and Decision Making","Business Administration","Technological Change",0.0,
16306,"Fuzzy Sets and Systems","Business Administration","Management Information Systems",0.0,"Fuzzy Set Syst"
16307,"Fuzzy Systems & A.I. - Reports & Letters","Computer and Information Science","Artificial Intelligence",0.0,
16308,"Fysiatricky A Revmatologicky Vestnik",,,0.0,
16309,"G T E Autom Electr Tech J",,,0.0,
16310,"G.A.O. Journal, The","Social Sciences",Miscellaneous,0.0,
16311,"G3: Geochemistry, Geophysics, Geosystems","Earth Sciences",Geochemistry,0.0,
16312,"Gaceta Medica De Mexico",,,0.0,"Gac Med Mex"
16313,"Gaceta Sanitaria",Medicine,Epidemiology,0.0,"Gac Sanit"
16314,"Gaceta Sanitaria Sespas",,,0.0,
16315,"Gadjah Mada International Journal of Business","Business Administration",Miscellaneous,0.0,
16316,Gaia,,,0.0,
16317,"Gaia Ecological Perspectives For Science And Society",,,0.0,Gaia
16318,"Gaia: Okologische Perspektiven in Natur-, Geistes- und Wirtschaftswissenschaften",Economics,"Economic Development, Technological Change and Growth",0.0,
16319,"Gait & Posture",Medicine,Neuroscience,0.0,"Gait Posture"
16320,"Gak Gummi Fasern Kunststoffe",,,0.0,
16321,"Galleria Rassegna Bimestrale Di Cultura",,,0.0,Galleria
16322,"Gallup Management Journal","Business Administration",Miscellaneous,0.0,
16323,"Gallup Poll Monthly","Social Sciences","Public Opinion",0.0,
16324,"Gallup Poll - Public Opinion","Social Sciences","Public Opinion",0.0,
16325,"Gallup Poll Tuesday Briefing, The","Business Administration",Miscellaneous,0.0,
16326,"Gallup Report: Political, Social and Economic Trends",Economics,"Public Economics",0.0,
16327,"Galpin Society Journal",,,0.0,"Galpin Soc J"
16328,Galvanotechnik,,,0.0,Galvanotechnik
16329,"Game Developer",Engineering,Miscellaneous,0.0,
16330,"Game Studies",,,0.0,
16331,GameNow,Humanities,"Languages and Literature",0.0,
16332,"Games and Culture","Sports and Recreation","Recreation and Leisure",0.0,
16333,"Games and Economic Behavior",Psychology,"Health Psychology/Behavioral Medicine",0.0,"Game Econ Behav"
16334,"Gamete Research","Biological Sciences",Miscellaneous,0.0,"Gamete Res"
16335,"Gaming Industry Litigation Reporter",Law,"Entertainment, Sports and Gaming Law",0.0,
16336,"Gaming Law Review",Law,"Constitutional Law",0.0,
16337,"Gaming Research & Review Journal","Sports and Recreation","Recreation and Leisure",0.0,
16338,GAMM-Mitteilungen,Mathematics,Miscellaneous,0.0,
16339,Gamut,"Arts and Literature",Music,0.0,
16340,"GAMUT: The Journal of the Georgia Association of Music Theorists","Arts and Literature",Music,0.0,
16341,"Gan No Rinsho / Japan Journal of Cancer Clinics",Medicine,Oncology,0.0,
16342,"Gan To Kagaku Ryoho [Japanese Journal Of Cancer And Chemotherapy]",,,0.0,"Gan To Kagaku Ryoho"
16343,"Gan To Kagaku Ryoho / Cancer & Chemotherapy",Medicine,Oncology,0.0,
16344,"Gangtie Yanjiu Xuebao / Journal of Iron and Steel Research",Engineering,Miscellaneous,0.0,
16345,"Ganguang Kexue yu Guanghuaxue / Photographic Science and Photochemistry",Chemistry,Photochemistry,0.0,
16346,"Ganhanqu Dili / Arid Land Geography","Earth Sciences","Economic Geology",0.0,
16347,"Ganhanqu Yanjiu / Arid Zone Research","Materials Science",Miscellaneous,0.0,
16348,"Ganka / Ophthalmology",Medicine,Ophthalmology,0.0,
16349,"Ganko: Journal of Mineralogy, Petrology and Economic Geology","Earth Sciences","Economic Geology",0.0,
16350,Gann,,,0.0,Gann
16351,"Gann Monograph On Cancer Research",,,0.0,"Gann Monogr Canc Res"
16352,"Gann Monographs on Cancer Research",Medicine,Cancer,0.0,
16353,"Gann The Japanese Journal Of Cancer Research",,,0.0,
16354,"Ganseki Kobutsu Kosho Gakkai-Shi / Journal of the Japanese Association of Mineralogists, Petrologists and Economic Geologists (former title)","Earth Sciences",Petrology,0.0,
16355,"Gansu Dizhi Xuebao / Acta Geologica Gansu","Materials Science",Miscellaneous,0.0,
16356,"Gao Xiao Hua Xue Gong Cheng Xue Bao / Journal of Chemical Engineering of Chinese Universities",Engineering,"Chemical Engineering",0.0,
16357,"Gaodianya Jishu / High Voltage Engineering",Engineering,Miscellaneous,0.0,
16358,"Gaofenzi Cailiao Kexue Yu Gongcheng / Polymeric Materials Science and Engineering","Materials Science","Materials Science",0.0,
